
Parent structure (221 Pm-3m)
a=3.67267, b=3.67267, c=3.67267, alpha=90.00000, beta=90.00000, gamma=90.00000
atom site    x         y         z         occ   
Y1   1a     0.00000   0.00000   0.00000   1.00000
Al1  1b     0.50000   0.50000   0.50000   1.00000
O1   3c     0.00000   0.50000   0.50000   1.00000

Subgroup details
1 P1, basis={(2,0,0),(0,2,0),(0,0,2)}, origin=(-1.00000,-1.00000,-1.00000), s=8, i=384

Undistorted superstructure 
a=7.34534, b=7.34534, c=7.34534, alpha=90.00000, beta=90.00000, gamma=90.00000
atom site    x         y         z         occ      displ  
Y8   1a     0.50000   0.50000   0.50000   1.00000   0.00000  
Y4   1a     0.50000   0.50000   0.00000   1.00000   0.00000  
Y6   1a     0.50000   0.00000   0.50000   1.00000   0.00000  
Y2   1a     0.50000   0.00000   0.00000   1.00000   0.00000  
Y7   1a     0.00000   0.50000   0.50000   1.00000   0.00000  
Y3   1a     0.00000   0.50000   0.00000   1.00000   0.00000  
Y5   1a     0.00000   0.00000   0.50000   1.00000   0.00000  
Y1   1a     0.00000   0.00000   0.00000   1.00000   0.00000  
Al8  1a     0.75000   0.75000   0.75000   1.00000   0.00000  
Al4  1a     0.75000   0.75000   0.25000   1.00000   0.00000  
Al6  1a     0.75000   0.25000   0.75000   1.00000   0.00000  
Al2  1a     0.75000   0.25000   0.25000   1.00000   0.00000  
Al7  1a     0.25000   0.75000   0.75000   1.00000   0.00000  
Al3  1a     0.25000   0.75000   0.25000   1.00000   0.00000  
Al5  1a     0.25000   0.25000   0.75000   1.00000   0.00000  
Al1  1a     0.25000   0.25000   0.25000   1.00000   0.00000  
O16  1a     0.50000   0.75000   0.75000   1.00000   0.00000  
O12  1a     0.50000   0.75000   0.25000   1.00000   0.00000  
O14  1a     0.50000   0.25000   0.75000   1.00000   0.00000  
O10  1a     0.50000   0.25000   0.25000   1.00000   0.00000  
O15  1a     0.00000   0.75000   0.75000   1.00000   0.00000  
O11  1a     0.00000   0.75000   0.25000   1.00000   0.00000  
O13  1a     0.00000   0.25000   0.75000   1.00000   0.00000  
O9   1a     0.00000   0.25000   0.25000   1.00000   0.00000  
O8   1a     0.75000   0.75000   0.50000   1.00000   0.00000  
O4   1a     0.75000   0.75000   0.00000   1.00000   0.00000  
O6   1a     0.75000   0.25000   0.50000   1.00000   0.00000  
O2   1a     0.75000   0.25000   0.00000   1.00000   0.00000  
O7   1a     0.25000   0.75000   0.50000   1.00000   0.00000  
O3   1a     0.25000   0.75000   0.00000   1.00000   0.00000  
O5   1a     0.25000   0.25000   0.50000   1.00000   0.00000  
O1   1a     0.25000   0.25000   0.00000   1.00000   0.00000  
O24  1a     0.75000   0.50000   0.75000   1.00000   0.00000  
O20  1a     0.75000   0.50000   0.25000   1.00000   0.00000  
